month,qty,product
2018_07,31,EE10925501003
2018_08,42,EE10925501003
2018_09,59,EE10925501003
2018_10,49,EE10925501003
2018_11,60,EE10925501003
2018_12,61,EE10925501003
2019_01,24,EE10925501003
2019_02,49,EE10925501003
2016_01,21,EE10925503035
2016_02,23,EE10925503035
2016_03,8,EE10925503035
2016_04,38,EE10925503035
2016_05,28,EE10925503035
2016_06,15,EE10925503035
2016_07,8,EE10925503035
2016_08,16,EE10925503035
2016_09,10,EE10925503035
2016_10,16,EE10925503035
2016_11,24,EE10925503035
2016_12,9,EE10925503035
2017_01,56,EE10925503035
2017_02,13,EE10925503035
2017_03,30,EE10925503035
2017_04,13,EE10925503035
2017_05,43,EE10925503035
2017_06,5,EE10925503035
2017_07,28,EE10925503035
2017_08,39,EE10925503035
2017_09,7,EE10925503035
2017_10,42,EE10925503035
2017_11,43,EE10925503035
2017_12,15,EE10925503035
2018_01,7,EE10925503035
2018_02,41,EE10925503035
2018_03,39,EE10925503035
2018_04,36,EE10925503035
2018_05,6,EE10925503035
2018_06,19,EE10925503035
2018_07,30,EE10925503035
2018_08,12,EE10925503035
2018_09,39,EE10925503035
2018_10,15,EE10925503035
2018_11,40,EE10925503035
2018_12,24,EE10925503035
2019_01,32,EE10925503035
2019_02,15,EE10925503035
2016_01,12,EE10925505002
2016_02,18,EE10925505002
2016_03,23,EE10925505002
2016_04,12,EE10925505002
2016_05,37,EE10925505002
2016_06,28,EE10925505002
2016_07,7,EE10925505002
2016_08,13,EE10925505002
2016_09,36,EE10925505002
2016_10,24,EE10925505002
2016_11,21,EE10925505002
2016_12,31,EE10925505002
2017_01,21,EE10925505002
2017_02,28,EE10925505002
2017_03,37,EE10925505002
2017_04,28,EE10925505002
2017_05,27,EE10925505002
2017_06,33,EE10925505002
2017_07,17,EE10925505002
2017_08,8,EE10925505002
2017_09,43,EE10925505002
2017_10,37,EE10925505002
2017_11,65,EE10925505002
2017_12,29,EE10925505002
2018_01,52,EE10925505002
2018_02,31,EE10925505002
2018_03,52,EE10925505002
2018_04,34,EE10925505002
2018_05,48,EE10925505002
2018_06,20,EE10925505002
2018_07,25,EE10925505002
2018_08,59,EE10925505002
2018_09,58,EE10925505002
2018_10,58,EE10925505002
2018_11,81,EE10925505002
2018_12,72,EE10925505002
2019_01,28,EE10925505002
2019_02,56,EE10925505002
2016_01,13,EE10925582009
2016_02,39,EE10925582009
2016_03,8,EE10925582009
2016_04,6,EE10925582009
2016_05,50,EE10925582009
2016_06,3,EE10925582009
2016_07,1,EE10925582009
2016_08,24,EE10925582009
2016_09,15,EE10925582009
2016_10,28,EE10925582009
2016_11,25,EE10925582009
2016_12,11,EE10925582009
2017_01,5,EE10925582009
2017_02,11,EE10925582009
2017_03,32,EE10925582009
2017_04,14,EE10925582009
2017_05,16,EE10925582009
2017_06,13,EE10925582009
2017_07,25,EE10925582009
2017_08,5,EE10925582009
2017_09,42,EE10925582009
2017_10,40,EE10925582009
2017_11,51,EE10925582009
2017_12,21,EE10925582009
2018_01,32,EE10925582009
2018_02,24,EE10925582009
2018_03,38,EE10925582009
2018_04,64,EE10925582009
2018_05,45,EE10925582009
2018_06,19,EE10925582009
2018_07,33,EE10925582009
2018_08,13,EE10925582009
2018_09,23,EE10925582009
2018_10,49,EE10925582009
2018_11,44,EE10925582009
2018_12,35,EE10925582009
2019_01,3,EE10925582009
2019_02,39,EE10925582009
2016_01,6,EE10933028009
2016_02,17,EE10933028009
2016_03,11,EE10933028009
2016_04,29,EE10933028009
2016_05,35,EE10933028009
2016_06,5,EE10933028009
2016_07,5,EE10933028009
2016_08,39,EE10933028009
2016_09,29,EE10933028009
2016_10,47,EE10933028009
2016_11,20,EE10933028009
2016_12,14,EE10933028009
2017_01,4,EE10933028009
2017_02,14,EE10933028009
2017_03,43,EE10933028009
2017_04,59,EE10933028009
2017_05,12,EE10933028009
2017_06,14,EE10933028009
2017_07,6,EE10933028009
2017_08,11,EE10933028009
2017_09,9,EE10933028009
2017_10,8,EE10933028009
2017_11,18,EE10933028009
2017_12,37,EE10933028009
2018_01,14,EE10933028009
2018_02,12,EE10933028009
2018_03,21,EE10933028009
2018_04,35,EE10933028009
2018_05,24,EE10933028009
2018_06,7,EE10933028009
2018_07,41,EE10933028009
2018_08,12,EE10933028009
2018_09,9,EE10933028009
2018_10,17,EE10933028009
2018_11,10,EE10933028009
2018_12,22,EE10933028009
2019_01,13,EE10933028009
2019_02,30,EE10933028009
2016_01,23,EE10933030008
2016_02,42,EE10933030008
2016_03,30,EE10933030008
2016_04,61,EE10933030008
2016_05,46,EE10933030008
2016_06,28,EE10933030008
2016_07,40,EE10933030008
2016_08,41,EE10933030008
2016_09,122,EE10933030008
2016_10,52,EE10933030008
2016_11,32,EE10933030008
2016_12,19,EE10933030008
2017_01,41,EE10933030008
2017_02,66,EE10933030008
2017_03,61,EE10933030008
2017_04,84,EE10933030008
2017_05,40,EE10933030008
2017_06,39,EE10933030008
2017_07,73,EE10933030008
2017_08,91,EE10933030008
2017_09,26,EE10933030008
2017_10,39,EE10933030008
2017_11,51,EE10933030008
2017_12,104,EE10933030008
2018_01,42,EE10933030008
2018_02,76,EE10933030008
2018_03,61,EE10933030008
2018_04,35,EE10933030008
2018_05,79,EE10933030008
2018_06,55,EE10933030008
2018_07,59,EE10933030008
2018_08,68,EE10933030008
2018_09,32,EE10933030008
2018_10,42,EE10933030008
2018_11,102,EE10933030008
2018_12,33,EE10933030008
2019_01,51,EE10933030008
2019_02,79,EE10933030008
2016_01,8,EE10942492866
2016_02,3,EE10942492866
2016_03,5,EE10942492866
2016_04,7,EE10942492866
2016_05,9,EE10942492866
2016_06,2,EE10942492866
2016_07,11,EE10942492866
2016_08,7,EE10942492866
2016_09,4,EE10942492866
2016_10,2,EE10942492866
2016_11,11,EE10942492866
2016_12,3,EE10942492866
2017_01,13,EE10942492866
2017_02,5,EE10942492866
2017_03,7,EE10942492866
2017_04,4,EE10942492866
2017_05,15,EE10942492866
2017_06,19,EE10942492866
2017_07,3,EE10942492866
2017_08,11,EE10942492866
2017_09,7,EE10942492866
2017_10,18,EE10942492866
2017_11,17,EE10942492866
2017_12,21,EE10942492866
2018_01,12,EE10942492866
2018_02,27,EE10942492866
2018_03,25,EE10942492866
2018_04,13,EE10942492866
2018_05,11,EE10942492866
2018_06,37,EE10942492866
2018_07,13,EE10942492866
2018_08,11,EE10942492866
2018_09,21,EE10942492866
2018_10,12,EE10942492866
2018_11,53,EE10942492866
2018_12,4,EE10942492866
2019_01,61,EE10942492866
2019_02,49,EE10942492866
2016_01,12,EE10944184434
2016_02,27,EE10944184434
2016_03,60,EE10944184434
2016_04,24,EE10944184434
2016_05,26,EE10944184434
2016_06,33,EE10944184434
2016_07,5,EE10944184434
2016_08,28,EE10944184434
2016_09,33,EE10944184434
2016_10,10,EE10944184434
2016_11,53,EE10944184434
2016_12,24,EE10944184434
2017_01,15,EE10944184434
2017_02,18,EE10944184434
2017_03,26,EE10944184434
2017_04,43,EE10944184434
2017_05,23,EE10944184434
2017_06,41,EE10944184434
2017_07,13,EE10944184434
2017_08,29,EE10944184434
2017_09,10,EE10944184434
2017_10,31,EE10944184434
2017_11,134,EE10944184434
2017_12,35,EE10944184434
2018_01,11,EE10944184434
2018_02,24,EE10944184434
2018_03,18,EE10944184434
2018_04,27,EE10944184434
2018_05,33,EE10944184434
2018_06,13,EE10944184434
2018_07,5,EE10944184434
2018_08,7,EE10944184434
2018_09,74,EE10944184434
2018_10,31,EE10944184434
2018_11,11,EE10944184434
2018_12,19,EE10944184434
2019_01,32,EE10944184434
2019_02,5,EE10944184434
2016_01,3,EE10944184542
2016_02,14,EE10944184542
2016_03,31,EE10944184542
2016_04,4,EE10944184542
2016_05,13,EE10944184542
2016_06,6,EE10944184542
2016_07,16,EE10944184542
2016_08,2,EE10944184542
2016_09,2,EE10944184542
2016_10,13,EE10944184542
2016_11,19,EE10944184542
2016_12,1,EE10944184542
2017_01,16,EE10944184542
2017_02,7,EE10944184542
2017_03,33,EE10944184542
2017_04,27,EE10944184542
2017_05,25,EE10944184542
2017_06,5,EE10944184542
2017_07,24,EE10944184542
2017_08,6,EE10944184542
2017_09,7,EE10944184542
2017_10,9,EE10944184542
2017_11,18,EE10944184542
2017_12,26,EE10944184542
2018_01,15,EE10944184542
2018_02,6,EE10944184542
2018_03,16,EE10944184542
2018_04,33,EE10944184542
2018_05,7,EE10944184542
2018_06,10,EE10944184542
2018_07,12,EE10944184542
2018_08,19,EE10944184542
2018_09,31,EE10944184542
2018_10,27,EE10944184542
2018_11,28,EE10944184542
2018_12,12,EE10944184542
2019_01,30,EE10944184542
2019_02,30,EE10944184542
2016_01,3,EE10944184543
2016_02,17,EE10944184543
2016_03,38,EE10944184543
2016_04,3,EE10944184543
2016_05,17,EE10944184543
2016_06,25,EE10944184543
2016_07,9,EE10944184543
2016_08,22,EE10944184543
2016_09,16,EE10944184543
2016_10,6,EE10944184543
2016_11,22,EE10944184543
2016_12,11,EE10944184543
2017_01,11,EE10944184543
2017_02,10,EE10944184543
2017_03,37,EE10944184543
2017_04,23,EE10944184543
2017_05,16,EE10944184543
2017_06,15,EE10944184543
2017_07,13,EE10944184543
2017_08,15,EE10944184543
2017_09,19,EE10944184543
2017_10,28,EE10944184543
2017_11,46,EE10944184543
2017_12,31,EE10944184543
2018_01,32,EE10944184543
2018_02,8,EE10944184543
2018_03,16,EE10944184543
2018_04,25,EE10944184543
2018_05,10,EE10944184543
2018_06,35,EE10944184543
2018_07,13,EE10944184543
2018_08,40,EE10944184543
2018_09,64,EE10944184543
2018_10,13,EE10944184543
2018_11,33,EE10944184543
2018_12,34,EE10944184543
2019_01,29,EE10944184543
2019_02,31,EE10944184543
2016_01,3,EE10944184545
2016_02,10,EE10944184545
2016_03,34,EE10944184545
2016_04,15,EE10944184545
2016_05,5,EE10944184545
2016_06,14,EE10944184545
2016_07,3,EE10944184545
2016_08,26,EE10944184545
2016_09,1,EE10944184545
2016_10,3,EE10944184545
2016_11,15,EE10944184545
2016_12,2,EE10944184545
2017_01,6,EE10944184545
2017_02,7,EE10944184545
2017_03,21,EE10944184545
2017_04,25,EE10944184545
2017_05,14,EE10944184545
2017_06,3,EE10944184545
2017_07,21,EE10944184545
2017_08,3,EE10944184545
2017_09,7,EE10944184545
2017_10,3,EE10944184545
2017_11,12,EE10944184545
2017_12,16,EE10944184545
2018_01,15,EE10944184545
2018_02,2,EE10944184545
2018_03,7,EE10944184545
2018_04,22,EE10944184545
2018_05,31,EE10944184545
2018_06,19,EE10944184545
2018_07,7,EE10944184545
2018_08,21,EE10944184545
2018_09,24,EE10944184545
2018_10,32,EE10944184545
2018_11,55,EE10944184545
2018_12,14,EE10944184545
2019_01,48,EE10944184545
2019_02,17,EE10944184545
2016_01,6,EE10947607348
2016_02,16,EE10947607348
2016_03,15,EE10947607348
2016_04,5,EE10947607348
2016_05,20,EE10947607348
2016_06,14,EE10947607348
2016_07,12,EE10947607348
2016_08,7,EE10947607348
2016_09,12,EE10947607348
2016_10,5,EE10947607348
2016_11,28,EE10947607348
2016_12,6,EE10947607348
2017_01,19,EE10947607348
2017_02,22,EE10947607348
2017_03,13,EE10947607348
2017_04,7,EE10947607348
2017_05,15,EE10947607348
2017_06,34,EE10947607348
2017_07,16,EE10947607348
2017_08,24,EE10947607348
2017_09,35,EE10947607348
2017_10,22,EE10947607348
2017_11,41,EE10947607348
2017_12,33,EE10947607348
2018_01,27,EE10947607348
2018_02,9,EE10947607348
2018_03,34,EE10947607348
2018_04,47,EE10947607348
2018_05,16,EE10947607348
2018_06,80,EE10947607348
2018_07,62,EE10947607348
2018_08,40,EE10947607348
2018_09,71,EE10947607348
2018_10,18,EE10947607348
2018_11,161,EE10947607348
2018_12,1,EE10947607348
2019_01,152,EE10947607348
2019_02,16,EE10947607348
2016_01,26,EE10947607389
2016_02,149,EE10947607389
2016_03,45,EE10947607389
2016_04,32,EE10947607389
2016_05,16,EE10947607389
2016_06,37,EE10947607389
2016_07,27,EE10947607389
2016_08,34,EE10947607389
2016_09,53,EE10947607389
2016_10,75,EE10947607389
2016_11,76,EE10947607389
2016_12,55,EE10947607389
2017_01,14,EE10947607389
2017_02,38,EE10947607389
2017_03,37,EE10947607389
2017_04,41,EE10947607389
2017_05,34,EE10947607389
2017_06,21,EE10947607389
2017_07,64,EE10947607389
2017_08,34,EE10947607389
2017_09,34,EE10947607389
2017_10,50,EE10947607389
2017_11,51,EE10947607389
2017_12,144,EE10947607389
2018_01,32,EE10947607389
2018_02,57,EE10947607389
2018_03,18,EE10947607389
2018_04,126,EE10947607389
2018_05,18,EE10947607389
2018_06,42,EE10947607389
2018_07,39,EE10947607389
2018_08,81,EE10947607389
2018_09,42,EE10947607389
2018_10,32,EE10947607389
2018_11,51,EE10947607389
2018_12,17,EE10947607389
2019_01,101,EE10947607389
2019_02,117,EE10947607389
2016_01,33,EE10947608602
2016_02,33,EE10947608602
2016_03,21,EE10947608602
2016_04,34,EE10947608602
2016_05,21,EE10947608602
2016_06,49,EE10947608602
2016_07,21,EE10947608602
2016_08,41,EE10947608602
2016_09,26,EE10947608602
2016_10,23,EE10947608602
2016_11,32,EE10947608602
2016_12,32,EE10947608602
2017_01,25,EE10947608602
2017_02,9,EE10947608602
2017_03,33,EE10947608602
2017_04,65,EE10947608602
2017_05,38,EE10947608602
2017_06,28,EE10947608602
2017_07,31,EE10947608602
2017_08,53,EE10947608602
2017_09,21,EE10947608602
2017_10,30,EE10947608602
2017_11,38,EE10947608602
2017_12,40,EE10947608602
2018_01,20,EE10947608602
2018_02,94,EE10947608602
2018_03,26,EE10947608602
2018_04,32,EE10947608602
2018_05,100,EE10947608602
2018_06,36,EE10947608602
2018_07,16,EE10947608602
2018_08,18,EE10947608602
2018_09,59,EE10947608602
2018_10,34,EE10947608602
2018_11,96,EE10947608602
2018_12,10,EE10947608602
2019_01,67,EE10947608602
2019_02,48,EE10947608602
2016_01,4,EE10949492087
2016_02,6,EE10949492087
2016_03,5,EE10949492087
2016_04,11,EE10949492087
2016_05,5,EE10949492087
2016_06,6,EE10949492087
2016_07,18,EE10949492087
2016_08,3,EE10949492087
2016_09,12,EE10949492087
2016_10,6,EE10949492087
2016_11,73,EE10949492087
2016_12,9,EE10949492087
2017_01,21,EE10949492087
2017_02,26,EE10949492087
2017_03,65,EE10949492087
2017_04,5,EE10949492087
2017_05,14,EE10949492087
2017_06,14,EE10949492087
2017_07,18,EE10949492087
2017_08,25,EE10949492087
2017_09,18,EE10949492087
2017_10,13,EE10949492087
2017_11,95,EE10949492087
2017_12,6,EE10949492087
2018_01,35,EE10949492087
2018_02,62,EE10949492087
2018_03,57,EE10949492087
2018_04,36,EE10949492087
2018_05,40,EE10949492087
2018_06,86,EE10949492087
2018_07,46,EE10949492087
2018_08,53,EE10949492087
2018_09,35,EE10949492087
2018_10,102,EE10949492087
2018_11,97,EE10949492087
2018_12,110,EE10949492087
2019_01,79,EE10949492087
2019_02,214,EE10949492087
2016_01,5,EE10949596185
2016_02,7,EE10949596185
2016_03,10,EE10949596185
2016_04,6,EE10949596185
2016_05,20,EE10949596185
2016_06,29,EE10949596185
2016_07,1,EE10949596185
2016_08,62,EE10949596185
2016_09,4,EE10949596185
2016_10,45,EE10949596185
2016_11,58,EE10949596185
2016_12,10,EE10949596185
2017_01,6,EE10949596185
2017_02,7,EE10949596185
2017_03,24,EE10949596185
2017_04,55,EE10949596185
2017_05,1,EE10949596185
2017_06,35,EE10949596185
2017_07,1,EE10949596185
2017_08,19,EE10949596185
2017_09,2,EE10949596185
2017_10,15,EE10949596185
2017_11,22,EE10949596185
2017_12,6,EE10949596185
2018_01,19,EE10949596185
2018_02,19,EE10949596185
2018_03,17,EE10949596185
2018_04,40,EE10949596185
2018_05,26,EE10949596185
2018_06,22,EE10949596185
2018_07,5,EE10949596185
2018_08,10,EE10949596185
2018_09,29,EE10949596185
2018_10,26,EE10949596185
2018_11,12,EE10949596185
2018_12,11,EE10949596185
2019_01,17,EE10949596185
2019_02,3,EE10949596185
2016_01,73,ES10914528017
2016_02,96,ES10914528017
2016_03,112,ES10914528017
2016_04,92,ES10914528017
2016_05,113,ES10914528017
2016_06,98,ES10914528017
2016_07,84,ES10914528017
2016_08,45,ES10914528017
2016_09,92,ES10914528017
2016_10,65,ES10914528017
2016_11,68,ES10914528017
2016_12,37,ES10914528017
2017_01,37,ES10914528017
2017_02,48,ES10914528017
2017_03,103,ES10914528017
2017_04,39,ES10914528017
2017_05,54,ES10914528017
2017_06,82,ES10914528017
2017_07,60,ES10914528017
2017_08,71,ES10914528017
2017_09,76,ES10914528017
2017_10,59,ES10914528017
2017_11,45,ES10914528017
2017_12,62,ES10914528017
2018_01,62,ES10914528017
2018_02,44,ES10914528017
2018_03,59,ES10914528017
2018_04,41,ES10914528017
2018_05,54,ES10914528017
2018_06,44,ES10914528017
2018_07,33,ES10914528017
2018_08,23,ES10914528017
2018_09,33,ES10914528017
2018_10,36,ES10914528017
2018_11,27,ES10914528017
2018_12,18,ES10914528017
2019_01,45,ES10914528017
2019_02,75,ES10914528017
2016_01,136,ES10914912317
2016_02,142,ES10914912317
2016_03,143,ES10914912317
2016_04,48,ES10914912317
2016_05,12,ES10914912317
2016_06,38,ES10914912317
2016_07,107,ES10914912317
2016_08,120,ES10914912317
2016_09,55,ES10914912317
2016_10,56,ES10914912317
2016_11,21,ES10914912317
2016_12,56,ES10914912317
2017_01,14,ES10914912317
2017_02,8,ES10914912317
2017_03,78,ES10914912317
2017_04,12,ES10914912317
2017_05,25,ES10914912317
2017_06,53,ES10914912317
2017_07,30,ES10914912317
2017_08,35,ES10914912317
2017_09,31,ES10914912317
2017_10,46,ES10914912317
2017_11,30,ES10914912317
2017_12,41,ES10914912317
2018_01,98,ES10914912317
2018_02,68,ES10914912317
2018_03,93,ES10914912317
2018_04,85,ES10914912317
2018_05,97,ES10914912317
2018_06,66,ES10914912317
2018_07,56,ES10914912317
2018_08,135,ES10914912317
2018_09,75,ES10914912317
2018_10,88,ES10914912317
2018_11,54,ES10914912317
2018_12,82,ES10914912317
2019_01,170,ES10914912317
2019_02,49,ES10914912317
2016_01,52,ES10920403793
2016_02,162,ES10920403793
2016_03,157,ES10920403793
2016_04,26,ES10920403793
2016_05,102,ES10920403793
2016_06,286,ES10920403793
2016_07,214,ES10920403793
2016_08,55,ES10920403793
2016_09,271,ES10920403793
2016_10,89,ES10920403793
2016_11,88,ES10920403793
2016_12,31,ES10920403793
2017_01,22,ES10920403793
2017_02,75,ES10920403793
2017_03,113,ES10920403793
2017_04,106,ES10920403793
2017_05,141,ES10920403793
2017_06,144,ES10920403793
2017_07,140,ES10920403793
2017_08,153,ES10920403793
2017_09,136,ES10920403793
2017_10,128,ES10920403793
2017_11,80,ES10920403793
2017_12,88,ES10920403793
2018_01,69,ES10920403793
2018_02,121,ES10920403793
2018_03,183,ES10920403793
2018_04,110,ES10920403793
2018_05,45,ES10920403793
2018_06,93,ES10920403793
2018_07,180,ES10920403793
2018_08,181,ES10920403793
2018_09,96,ES10920403793
2018_10,118,ES10920403793
2018_11,66,ES10920403793
2018_12,18,ES10920403793
2019_01,46,ES10920403793
2019_02,65,ES10920403793
2016_01,121,ES10920478978
2016_02,129,ES10920478978
2016_03,111,ES10920478978
2016_04,17,ES10920478978
2016_05,133,ES10920478978
2016_06,113,ES10920478978
2016_07,65,ES10920478978
2016_08,126,ES10920478978
2016_09,75,ES10920478978
2016_10,107,ES10920478978
2016_11,101,ES10920478978
2016_12,168,ES10920478978
2017_01,57,ES10920478978
2017_02,99,ES10920478978
2017_03,69,ES10920478978
2017_04,101,ES10920478978
2017_05,10,ES10920478978
2017_06,94,ES10920478978
2017_07,70,ES10920478978
2017_08,103,ES10920478978
2017_09,98,ES10920478978
2017_10,110,ES10920478978
2017_11,56,ES10920478978
2017_12,16,ES10920478978
2018_01,75,ES10920478978
2018_02,77,ES10920478978
2018_03,63,ES10920478978
2018_04,27,ES10920478978
2018_05,26,ES10920478978
2018_06,43,ES10920478978
2018_07,104,ES10920478978
2018_08,139,ES10920478978
2018_09,104,ES10920478978
2018_10,73,ES10920478978
2018_11,91,ES10920478978
2018_12,141,ES10920478978
2019_01,77,ES10920478978
2019_02,30,ES10920478978
2016_01,46,ES10920524573
2016_02,14,ES10920524573
2016_03,49,ES10920524573
2016_04,6,ES10920524573
2016_05,31,ES10920524573
2016_06,37,ES10920524573
2016_07,15,ES10920524573
2016_08,10,ES10920524573
2016_09,65,ES10920524573
2016_10,40,ES10920524573
2016_11,36,ES10920524573
2016_12,19,ES10920524573
2017_01,13,ES10920524573
2017_02,11,ES10920524573
2017_03,21,ES10920524573
2017_04,13,ES10920524573
2017_05,21,ES10920524573
2017_06,29,ES10920524573
2017_07,29,ES10920524573
2017_08,23,ES10920524573
2017_09,24,ES10920524573
2017_10,18,ES10920524573
2017_11,28,ES10920524573
2017_12,24,ES10920524573
2018_01,20,ES10920524573
2018_02,33,ES10920524573
2018_03,7,ES10920524573
2018_04,2,ES10920524573
2018_05,4,ES10920524573
2018_06,17,ES10920524573
2018_07,13,ES10920524573
2018_08,30,ES10920524573
2018_09,48,ES10920524573
2018_10,31,ES10920524573
2018_11,19,ES10920524573
2018_12,29,ES10920524573
2019_01,13,ES10920524573
2019_02,10,ES10920524573
2016_01,27,ES10920672643
2016_02,36,ES10920672643
2016_03,25,ES10920672643
2016_04,6,ES10920672643
2016_05,28,ES10920672643
2016_06,7,ES10920672643
2016_07,18,ES10920672643
2016_08,19,ES10920672643
2016_09,20,ES10920672643
2016_10,36,ES10920672643
2016_11,23,ES10920672643
2016_12,39,ES10920672643
2017_01,22,ES10920672643
2017_02,12,ES10920672643
2017_03,20,ES10920672643
2017_04,11,ES10920672643
2017_05,7,ES10920672643
2017_06,12,ES10920672643
2017_07,11,ES10920672643
2017_08,6,ES10920672643
2017_09,21,ES10920672643
2017_10,9,ES10920672643
2017_11,10,ES10920672643
2017_12,16,ES10920672643
2018_01,12,ES10920672643
2018_02,2,ES10920672643
2018_03,2,ES10920672643
2018_04,10,ES10920672643
2018_05,1,ES10920672643
2018_06,16,ES10920672643
2018_07,8,ES10920672643
2018_08,25,ES10920672643
2018_09,12,ES10920672643
2018_10,48,ES10920672643
2018_11,14,ES10920672643
2018_12,16,ES10920672643
2019_01,6,ES10920672643
2019_02,5,ES10920672643
2016_01,98,ES10920711336
2016_02,80,ES10920711336
2016_03,61,ES10920711336
2016_04,7,ES10920711336
2016_05,47,ES10920711336
2016_06,95,ES10920711336
2016_07,30,ES10920711336
2016_08,49,ES10920711336
2016_09,77,ES10920711336
2016_10,83,ES10920711336
2016_11,67,ES10920711336
2016_12,73,ES10920711336
2017_01,43,ES10920711336
2017_02,47,ES10920711336
2017_03,39,ES10920711336
2017_04,15,ES10920711336
2017_05,24,ES10920711336
2017_06,75,ES10920711336
2017_07,47,ES10920711336
2017_08,27,ES10920711336
2017_09,84,ES10920711336
2017_10,63,ES10920711336
2017_11,45,ES10920711336
2017_12,21,ES10920711336
2018_01,35,ES10920711336
2018_02,37,ES10920711336
2018_03,38,ES10920711336
2018_04,17,ES10920711336
2018_05,18,ES10920711336
2018_06,17,ES10920711336
2018_07,40,ES10920711336
2018_08,94,ES10920711336
2018_09,64,ES10920711336
2018_10,48,ES10920711336
2018_11,52,ES10920711336
2018_12,84,ES10920711336
2019_01,38,ES10920711336
2019_02,37,ES10920711336
2016_01,109,ES10923421040
2016_02,69,ES10923421040
2016_03,115,ES10923421040
2016_04,67,ES10923421040
2016_05,73,ES10923421040
2016_06,72,ES10923421040
2016_07,95,ES10923421040
2016_08,26,ES10923421040
2016_09,42,ES10923421040
2016_10,37,ES10923421040
2016_11,32,ES10923421040
2016_12,47,ES10923421040
2017_01,23,ES10923421040
2017_02,19,ES10923421040
2017_03,44,ES10923421040
2017_04,18,ES10923421040
2017_05,54,ES10923421040
2017_06,96,ES10923421040
2017_07,72,ES10923421040
2017_08,69,ES10923421040
2017_09,62,ES10923421040
2017_10,51,ES10923421040
2017_11,35,ES10923421040
2017_12,27,ES10923421040
2018_01,47,ES10923421040
2018_02,38,ES10923421040
2018_03,24,ES10923421040
2018_04,54,ES10923421040
2018_05,83,ES10923421040
2018_06,35,ES10923421040
2018_07,58,ES10923421040
2018_08,18,ES10923421040
2018_09,54,ES10923421040
2018_10,36,ES10923421040
2018_11,30,ES10923421040
2018_12,35,ES10923421040
2019_01,32,ES10923421040
2019_02,26,ES10923421040
2016_01,21,ES10925052081
2016_02,22,ES10925052081
2016_03,17,ES10925052081
2016_04,21,ES10925052081
2016_05,40,ES10925052081
2016_06,35,ES10925052081
2016_07,34,ES10925052081
2016_08,25,ES10925052081
2016_09,31,ES10925052081
2016_10,19,ES10925052081
2016_11,27,ES10925052081
2016_12,16,ES10925052081
2017_01,21,ES10925052081
2017_02,31,ES10925052081
2017_03,38,ES10925052081
2017_04,42,ES10925052081
2017_05,49,ES10925052081
2017_06,31,ES10925052081
2017_07,27,ES10925052081
2017_08,26,ES10925052081
2017_09,37,ES10925052081
2017_10,20,ES10925052081
2017_11,12,ES10925052081
2017_12,10,ES10925052081
2018_01,40,ES10925052081
2018_02,26,ES10925052081
2018_03,23,ES10925052081
2018_04,28,ES10925052081
2018_05,61,ES10925052081
2018_06,53,ES10925052081
2018_07,29,ES10925052081
2018_08,24,ES10925052081
2018_09,41,ES10925052081
2018_10,29,ES10925052081
2018_11,38,ES10925052081
2018_12,18,ES10925052081
2019_01,17,ES10925052081
2019_02,33,ES10925052081
2016_01,7,ES10925052082
2016_02,21,ES10925052082
2016_03,16,ES10925052082
2016_04,5,ES10925052082
2016_05,67,ES10925052082
2016_06,29,ES10925052082
2016_07,30,ES10925052082
2016_08,16,ES10925052082
2016_09,32,ES10925052082
2016_10,10,ES10925052082
2016_11,28,ES10925052082
2016_12,9,ES10925052082
2017_01,10,ES10925052082
2017_02,19,ES10925052082
2017_03,27,ES10925052082
2017_04,33,ES10925052082
2017_05,20,ES10925052082
2017_06,31,ES10925052082
2017_07,36,ES10925052082
2017_08,20,ES10925052082
2017_09,13,ES10925052082
2017_10,17,ES10925052082
2017_11,9,ES10925052082
2017_12,10,ES10925052082
2018_01,33,ES10925052082
2018_02,15,ES10925052082
2018_03,16,ES10925052082
2018_04,4,ES10925052082
2018_05,19,ES10925052082
2018_06,28,ES10925052082
2018_07,22,ES10925052082
2018_08,14,ES10925052082
2018_09,8,ES10925052082
2018_10,30,ES10925052082
2018_11,22,ES10925052082
2018_12,12,ES10925052082
2019_01,19,ES10925052082
2019_02,12,ES10925052082
2016_01,17,ES10925052274
2016_02,13,ES10925052274
2016_03,28,ES10925052274
2016_04,24,ES10925052274
2016_05,54,ES10925052274
2016_06,92,ES10925052274
2016_07,56,ES10925052274
2016_08,56,ES10925052274
2016_09,51,ES10925052274
2016_10,21,ES10925052274
2016_11,40,ES10925052274
2016_12,19,ES10925052274
2017_01,25,ES10925052274
2017_02,25,ES10925052274
2017_03,25,ES10925052274
2017_04,15,ES10925052274
2017_05,53,ES10925052274
2017_06,73,ES10925052274
2017_07,61,ES10925052274
2017_08,54,ES10925052274
2017_09,18,ES10925052274
2017_10,37,ES10925052274
2017_11,19,ES10925052274
2017_12,30,ES10925052274
2018_01,18,ES10925052274
2018_02,24,ES10925052274
2018_03,22,ES10925052274
2018_04,12,ES10925052274
2018_05,29,ES10925052274
2018_06,36,ES10925052274
2018_07,71,ES10925052274
2018_08,17,ES10925052274
2018_09,22,ES10925052274
2018_10,24,ES10925052274
2018_11,23,ES10925052274
2018_12,32,ES10925052274
2019_01,22,ES10925052274
2019_02,12,ES10925052274
2016_01,26,ES10925052756
2016_02,9,ES10925052756
2016_03,14,ES10925052756
